hotel_id,address,hotel_facilities,hotel_star_rating,rating,pageurl,room_count,no_per_room,room_type,similar_hotel,path ref id,cost
,,,,,,,,,Hotel Hadimba Palace|Honeymoon Inn Manali|Hotel Trishul,,
,,,,,,,,,Vista Rooms at Sangam Talkies Road|Padharosa Guest House,,
,,,,,,,,,Nova Holidays Houseboat|Coconut Lagoon|Marvel Cruise,,
,,,,,,,,,Hotel The Silk Route,,
,,,,,,,,,Bedweiser Backpackers Hostel,,
,,,,,,,,,Gir Jungle Lodge,,
,,,,,,,,,Le Chateau|La Maison Radha,,
,,,,,,,,,The Park Hyderabad,,
,,,,,,,,,Ibis Jaipur,,
,,,,,,,,,Leisure Inn Grand Chanakya|FabHotel Jaipur Airport,,
,,,,,,,,,Ram Yoga House|Silvermoon House|Green Hotel,,
,,,,,,,,,The Bay Agonda|Marron Sea View Resort,,
,,,,,,,,,"Mango Hotels, Nagpur -Central Avenue Road",,
,,,,,,,,,Treebo Orchard Suites|Treebo Silverstar|Movenpick Hotel & Spa Bangalore,,
,,,,,,,,,Hotel Ashish,,
,,,,,,,,,,,
,,,,,,,,,World Choice Savera Premier Hotel,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Ambassador Hotel|Leo Fort Hotel,,
,,,,,,,,,Ambassador Hotel,,
,,,,,,,,,Hotel The Park|Chandra Mahal Haveli- An Amritara Private Hideaway|Hotel Surya Vilas Palace,,
,,,,,,,,,Lakshmi Residency|Pujitha Residency Kanipakam,,
,,,,,,,,,,,
,,,,,,,,,Seven Hills Tower|Hotel Parador Agra,,
,,,,,,,,,Ginger Jamshedpur|Ramada Jamshedpur Bistupur,,
,,,,,,,,,The Fort Bungalow,,
,,,,,,,,,Pearl Club Guest House|Hotel Patliputra Nirvana|Hotel Corporate Inn,,
,,,,,,,,,"Fortune Park Dahej,Dahej SEZ",,
,,,,,,,,,Venky Residency,,
,,,,,,,,,@ Greens Apartment,,
,,,,,,,,,Backpacker's Nest|Hotel Hong Kong Inn|Hotel PR Residency,,
,,,,,,,,,Tharavad Heritage|Alasr Heritage Home,,
,,,,,,,,,Hotel The Park|Hotel Sonar Haveli|Chandra Mahal Haveli- An Amritara Private Hideaway,,
,,,,,,,,,,,
,,,,,,,,,Hotel Ganesh,,
,,,,,,,,,Backwater Breeze,,
,,,,,,,,,The Cindrella Hotel|Paro Residency|Summit Milestone Hotel,,
,,,,,,,,,Backpacker's Nest|Hotel Hong Kong Inn|Hotel PR Residency,,
,,,,,,,,,,,
,,,,,,,,,Hotel Vegas,,
,,,,,,,,,Hotel Golden Crown|Green Hills Cottage,,
,,,,,,,,,Kesar Heritage Guest House|Om Heritage,,
,,,,,,,,,Dippys Hotel,,
,,,,,,,,,Paras As Moh,,
,,,,,,,,,High Bank Peasant's Cottage,,
,,,,,,,,,Hotel Artus Inn|Residency Hotel Andheri|JW Marriott Mumbai Juhu,,
,,,,,,,,,Treebo Chandigarh Grand|Dippys Hotel|Best Western Royal Park,,
,,,,,,,,,,,
,,,,,,,,,@ Greens Apartment,,
,,,,,,,,,Treebo Orion West Willows,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,Hotel JP International|Hotel Kailas,,
,,,,,,,,,Hotel Sorrento Guest house Anna Nagar|St Xavier Guest House|Hotel Satkar,,
,,,,,,,,,,,
,,,,,,,,,Hotel Sai International|Neelam Palace Dx|Airport Hotel Park Blue,,
,,,,,,,,,Vista Rooms at Dabholkar Corner,,
,,,,,,,,,Hotel Ranjit Residency|Hotel Imperial Classic|Hotel Maya Deluxe,,
,,,,,,,,,Fortune Select Grand Ridge|Marasa Sarovar Premiere,,
,,,,,,,,,Brigade Royale|Treebo Hoppers Stop,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,The Lodhi,,
,,,,,,,,,Princess Residency|Flora Airport Hotel|Thomas Inn,,
,,,,,,,,,Hotel Silver Moon|Traveller's Inn Hotel - Fort|Hotel Diplomat,,
,,,,,,,,,Aman Homestay|The Coral Tree Homestay|Bedweiser Backpackers Hostel,,
,,,,,,,,,Silvermoon House|Green Hotel,,
,,,,,,,,,Brigade Royale|Treebo Hoppers Stop,,
,,,,,,,,,Nature Treat|Shimla View Home,,
,,,,,,,,,Venky Residency,,
,,,,,,,,,Walisons Hotel|House Boat Young Bombay,,
,,,,,,,,,Mahendra Prakash|Hotel Pratap Bhawan|Shiv Niwas Palace - Grand Heritage,,
,,,,,,,,,,,
,,,,,,,,,Ramada Jalandhar City Center,,
,,,,,,,,,,,
,,,,,,,,,Venky Residency,,
,,,,,,,,,The Divine Resort|Daksh Hotel And Restaurant,,
,,,,,,,,,Hotel Panchsheel,,
,,,,,,,,,Hotel Ishan|K C Residency|Hotel Vishal International,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Shree Maya,,
,,,,,,,,,Hotel The Park|Chandra Mahal Haveli- An Amritara Private Hideaway|Hotel Surya Vilas Palace,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Little India Beach Cottages,,
,,,,,,,,,Best Western Ashoka|The Park Hyderabad|Treebo GN International,,
,,,,,,,,,Silvermoon House|Green Hotel,,
,,,,,,,,,Days Hotel Jalandhar,,
,,,,,,,,,Seacoast Service Apartment,,
,,,,,,,,,Vythiri Meadows,,
,,,,,,,,,,,
,,,,,,,,,Ramsons International|Pearl Club Guest House,,
,,,,,,,,,,,
,,,,,,,,,Hotel Sidhartha|Amar Yatri Niwas|Hotel Ajay International,,
,,,,,,,,,Syna Heritage Hotel,,
,,,,,,,,,Hyatt Raipur,,
,,,,,,,,,,,
,,,,,,,,,New Retreet Houseboat,,
,,,,,,,,,Hotel Classique|Heritage Khirasara Palace|Hotel Park Inn,,
,,,,,,,,,Kumar Resort|The Dukes Retreat|The Machan,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Georgian Inn|Emerald Residency|The Kei,,
,,,,,,,,,Espynick Apartment,,
,,,,,,,,,Hotel Raaj Bhaavan|Hotel Planet Mount|Yashwanth Residency,,
,,,,,,,,,Park Hyatt Chennai|Celebrity Resort Chennai|Grand Chennai by GRT Hotels,,
,,,,,,,,,,,
,,,,,,,,,Kochi Marriott Hotel,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Varsha Enclave- Trinity House,,
,,,,,,,,,,,
,,,,,,,,,Hotel U-Turn,,
,,,,,,,,,Hotel Suresh Plaza|Hi 5 Hotel & Experience|Hotel Palms Residency,,
,,,,,,,,,Hotel Preetam Aurangabad|Hotel Vijay Residency|Hotel Yash Executive,,
,,,,,,,,,,,
,,,,,,,,,Varsha Enclave- Trinity House,,
,,,,,,,,,Alleppey Beach Paradise,,
,,,,,,,,,"ibis Delhi Airport|Pride Plaza Hotel, Aerocity New Delhi|Red Fox Hotel, Delhi Airport",,
,,,,,,,,,"Radisson Blu Hotel GRT, Chennai|Radisson Blu Hotel Chennai City Centre",,
,,,,,,,,,Casa Vagator,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"Emarald Inn|United 21 Beach View, Mandarmoni",,
,,,,,,,,,Temple Tree Hotel,,
,,,,,,,,,Eletaria,,
,,,,,,,,,Hotel Manama|Hotel Gemini|Bentley Hotel Marine Drive,,
,,,,,,,,,Green Valley Vista|Gruenberg Tea Plantation Haus|Shamrock Holiday Home,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Mystique Meadows Earth Homes,,
,,,,,,,,,Hotel Gulnar,,
,,,,,,,,,"Radisson Blu Hotel GRT, Chennai|Trident Chennai",,
,,,,,,,,,FabHotel De Oriell Koramangla,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Sanman Gardenia,,
,,,,,,,,,Senthil Residency,,
,,,,,,,,,Sobti Continental Bareilly,,
,,,,,,,,,Aveda Kumarakom,,
,,,,,,,,,Hotel Rajhans,,
,,,,,,,,,,,
,,,,,,,,,Eulogia,,
,,,,,,,,,,,
,,,,,,,,,Hotel Gokulam Park,,
,,,,,,,,,Quality Inn Airport,,
,,,,,,,,,Aveda Kumarakom,,
,,,,,,,,,Hotel Bansal,,
,,,,,,,,,Jickys Nest,,
,,,,,,,,,Hotel Rezos,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Dom's Cafe,,
,,,,,,,,,Fortune Select Grand Ridge,,
,,,,,,,,,Beach Paradise Day Cruise Houseboat,,
,,,,,,,,,Park Connect|Hotel Kochi Caprice,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,hotel bharat palace,,
,,,,,,,,,Corbett Aroma Park|Tiger House,,
,,,,,,,,,,,
,,,,,,,,,FabHotel De Oriell Koramangla,,
,,,,,,,,,Eletaria,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,FabHotel Address Inn|Hotel Neelkiran|Hotel Vinyasa,,
,,,,,,,,,,,
,,,,,,,,,Green Land Swiss Cottage,,
,,,,,,,,,PRISON by thehostelcrowd,,
,,,,,,,,,"Trident, Hyderabad",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,The Bay Agonda,,
,,,,,,,,,"Trident, Hyderabad",,
,,,,,,,,,Dwaraka Inn,,
,,,,,,,,,Aamby Valley City|The Dukes Retreat|Rhythm Lonavala - An All-Suite Resort,,
,,,,,,,,,Hotel Tilak,,
,,,,,,,,,Hotel The sudesh,,
,,,,,,,,,Citizen Hotel,,
,,,,,,,,,Regina Silva Camping & Nature Resort,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,Hotel Rajatsagar Executive,,
,,,,,,,,,FabHotel Address Inn|FabHotel Marol Saki Naka Apartment,,
,,,,,,,,,Hotel Riverfront,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Om Heritage,,
,,,,,,,,,Hotel Prince B,,
,,,,,,,,,Fortune Select Grand Ridge,,
,,,,,,,,,Green Valley Vista|Gruenberg Tea Plantation Haus|Shamrock Holiday Home,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Sai Ramanand|Hotel Yogiraj,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Aadrustam Residency|PLR Grand By Tommaso Hotels,,
,,,,,,,,,,,
,,,,,,,,,Dom's Cafe,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Pramila Court,,
,,,,,,,,,Hotel Golden Wings,,
,,,,,,,,,Eletaria,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Royalton Hyderabad Abids|Hotel Three Castles Deluxe|Blue Dawn Suites,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Ocean Terrace|Andaman Galley|Sinclairs Bayview,,
,,,,,,,,,Lilly Gardens Holiday Homes,,
,,,,,,,,,Akshaya Palace Inn,,
,,,,,,,,,,,
,,,,,,,,,FabHotel Address Inn|FabHotel Marol Saki Naka Apartment,,
,,,,,,,,,,,
,,,,,,,,,Ibis Bengaluru City Centre,,
,,,,,,,,,,,
,,,,,,,,,FabHotel DLF Phase 3 Club,,
,,,,,,,,,Hotel Padmini Niwas,,
,,,,,,,,,FabHotel Address Inn|Trident Nariman Point|Vivanta by Taj President,,
,,,,,,,,,Luxtay Suites,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Temple Tree Hotel,,
,,,,,,,,,The Golkonda Hotel|Royalton Hyderabad Abids|Taj Banjara,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Bonanza,,
,,,,,,,,,Hotel maggo,,
,,,,,,,,,The Orchid - An Ecotel Hotel|Ibis Mumbai Airport|Hotel Annex Executive,,
,,,,,,,,,Divine Villas|Trinity House|Hotel Mount Castle,,
,,,,,,,,,,,
,,,,,,,,,Discover Resorts|Citrus Lonavala,,
,,,,,,,,,The Divine Resort,,
,,,,,,,,,Corbett Aroma Park|Tiger House,,
,,,,,,,,,FabHotel Address Inn|Hotel Neelkiran|Hotel Vinyasa,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Aman Homestay,,
,,,,,,,,,Stream Garden Mountain Resort,,
,,,,,,,,,Cygnett Inn Repose|Vishwaratna Hotel|Radisson Blu Hotel Guwahati,,
,,,,,,,,,Taj West End,,
,,,,,,,,,"Trident, Hyderabad",,
,,,,,,,,,,,
,,,,,,,,,Vedas Tapovan|Yog Niketan By Sanskriti|Hotel Krishna Ji,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Shree Balaji Vishram Gruha,,
,,,,,,,,,Hotel Tilak,,
,,,,,,,,,,,
,,,,,,,,,Fraser Suites New Delhi,,
,,,,,,,,,,,
,,,,,,,,,FabHotel Address Inn|FabHotel Marol Saki Naka Apartment,,
,,,,,,,,,,,
,,,,,,,,,The Bay Agonda,,
,,,,,,,,,Hotel City view|Hotel Neelkiran|FabHotel Address Inn,,
,,,,,,,,,,,
,,,,,,,,,The Divine Resort,,
,,,,,,,,,Polo Rooms Sitabuldi,,
,,,,,,,,,Periyar Woods|Kallarackal Residency|Green Leaf Home Stay,,
,,,,,,,,,Panaji Residency,,
,,,,,,,,,,,
,,,,,,,,,Golden Tulip Vasai Hotel & Spa,,
,,,,,,,,,Blue Moon Residency|Treebo Urban Oasis,,
,,,,,,,,,Hotel Golden Leaf,,
,,,,,,,,,Green Valley Vista|Gruenberg Tea Plantation Haus|Shamrock Holiday Home,,
,,,,,,,,,The Divine Resort,,
,,,,,,,,,Jaipur Marriott Hotel,,
,,,,,,,,,,,
,,,,,,,,,Treebo Vila de Goa,,
,,,,,,,,,Hotel JP International,,
,,,,,,,,,,,
,,,,,,,,,Snow Valley Resorts|Radisson Hotel Shimla|Hotel Grace,,
,,,,,,,,,Honeymoon Inn Manali|Sparsh Resort|Tourist Hotel,,
,,,,,,,,,Eletaria,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Ibis Bengaluru City Centre,,
,,,,,,,,,The Grand Mamta,,
,,,,,,,,,MGM Vailankanni|Hotel Vpn Residency,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Rishaan Guest House,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Vrinda Palace,,
,,,,,,,,,,,
,,,,,,,,,Hotel Kanha,,
,,,,,,,,,The Divine Resort,,
,,,,,,,,,,,
,,,,,,,,,Resort Shiva By The Ganges,,
,,,,,,,,,Cosy Tree Rooms - Sector 62,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Carnival Resort,,
,,,,,,,,,Luxtay Suites,,
,,,,,,,,,,,
,,,,,,,,,Beach Paradise Day Cruise Houseboat,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Aamby Valley City|The Dukes Retreat,,
,,,,,,,,,Hotel Manama|Hotel Silver Moon|Hotel Oasis,,
,,,,,,,,,,,
,,,,,,,,,Holiday Inn Express Ahmedabad Ashram Road|Pristine Residency,,
,,,,,,,,,,,
,,,,,,,,,The Divine Resort,,
,,,,,,,,,Nature Retreat,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Mint Propus,,
,,,,,,,,,Hotel Kanha,,
,,,,,,,,,Les 3 Elephants|Chameleon Beach Lodge by Peace Rob Hotels|Cherai Beach Residency,,
,,,,,,,,,Varsha Enclave- Trinity House,,
,,,,,,,,,Hotel The sudesh,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Apartments Arif Residence|Treebo JP Plaza|Hotel Annapoorna Residency,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Radisson Blu Ahmedabad,,
,,,,,,,,,The Sonnet,,
,,,,,,,,,,,
,,,,,,,,,Hard Rock Hotel Goa,,
,,,,,,,,,GB Oceania|Andaman Galley|Sinclairs Bayview,,
,,,,,,,,,Discover Resorts|Citrus Lonavala,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Cinderalla Inn Lodging,,
,,,,,,,,,,,
,,,,,,,,,Cinderalla Inn Lodging,,
,,,,,,,,,,,
,,,,,,,,,Beach Paradise Day Cruise Houseboat,,
,,,,,,,,,Pujitha Residency Kanipakam,,
,,,,,,,,,,,
,,,,,,,,,Hotel Roopa|Treebo Urban Oasis,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Heritage House,,
,,,,,,,,,Hotel Manama|Hotel Gemini|Bentley Hotel Marine Drive,,
,,,,,,,,,Sanman Gardenia,,
,,,,,,,,,Baywalk Goa,,
,,,,,,,,,Rainbow Cottages,,
,,,,,,,,,,,
,,,,,,,,,Rishaan Guest House,,
,,,,,,,,,Hotel Rajhans,,
,,,,,,,,,Quality Inn Airport,,
,,,,,,,,,Nature Retreat,,
,,,,,,,,,,,
,,,,,,,,,Anmol Hotels Pvt Ltd,,
,,,,,,,,,Liwa Hotel|Holiday Inn & Suites Bengaluru Whitefield|Oakwood Premier Prestige Bangalore,,
,,,,,,,,,Hotel Gokulam Park,,
,,,,,,,,,,,
,,,,,,,,,Fortune Inn Riviera,,
,,,,,,,,,Sanman Gardenia,,
,,,,,,,,,"Sangam Hotel, Tiruchirapalli",,
,,,,,,,,,Anmol Hotels Pvt Ltd,,
,,,,,,,,,The Grand Mamta,,
,,,,,,,,,Cochichos Resort|The Hawaii Comforts,,
,,,,,,,,,Hampton by Hilton Vadodara-Alkapuri,,
,,,,,,,,,,,
,,,,,,,,,Hotel maggo,,
,,,,,,,,,,,
,,,,,,,,,Hard Rock Hotel Goa,,
,,,,,,,,,Citizen Hotel,,
,,,,,,,,,,,
,,,,,,,,,Jickys Nest,,
,,,,,,,,,,,
,,,,,,,,,Hotel Heritage House,,
,,,,,,,,,Exotica The Beach Resort,,
,,,,,,,,,Hotel JP International,,
,,,,,,,,,Lilly Gardens Holiday Homes,,
,,,,,,,,,Hotel Sonchiraiya,,
,,,,,,,,,,,
,,,,,,,,,Jaipur Marriott Hotel,,
,,,,,,,,,,,
,,,,,,,,,Green Park Hyderabad|Deccan Comforts,,
,,,,,,,,,Park Connect|Vedanta Wake Up - Ernakulam North Station|Imperial Regency,,
,,,,,,,,,Marcelo Vila|WellnessInn,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Swades Residency,,
,,,,,,,,,FabHotel De Oriell Koramangla,,
,,,,,,,,,,,
,,,,,,,,,Optimum Palm D'or @ New Delhi Railway station|Hotel Krishna|The Prime Balaji Deluxe @ New Delhi Railway Station,,
,,,,,,,,,Nature Retreat,,
,,,,,,,,,Hotel Mangalam,,
,,,,,,,,,Hotel Heritage House,,
,,,,,,,,,Temple Tree Hotel,,
,,,,,,,,,Vedas Tapovan|Yog Niketan By Sanskriti|Hotel Krishna Ji,,
,,,,,,,,,Hotel Golden Wings,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Rajhans,,
,,,,,,,,,Mint Propus,,
,,,,,,,,,Nityaz Residency,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,The Grand Mamta,,
,,,,,,,,,Sathyam Grand Resorts & Hotels|Paramount Inn,,
,,,,,,,,,Country Inn & Suites By Carlson Goa Panjim|Casa Cubo By The Beach,,
,,,,,,,,,Resort Shiva By The Ganges,,
,,,,,,,,,"Jai Niwas|Zone By The Park , Bani Park Jaipur",,
,,,,,,,,,Four Points by Sheraton Dehradun|Seclude Mussoorie,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Citizen Hotel,,
,,,,,,,,,Hotel JP International,,
,,,,,,,,,Rishaan Guest House,,
,,,,,,,,,Aman Homestay,,
,,,,,,,,,,,
,,,,,,,,,Pepper Green Village|Marmalade Springs Resort Wayanad|The Woods Resorts Wayanad,,
,,,,,,,,,Hotel JP International,,
,,,,,,,,,Green Valley Vista|Gruenberg Tea Plantation Haus|Shamrock Holiday Home,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Raajpath Hotel,,
,,,,,,,,,Hanging Huts Resorts,,
,,,,,,,,,Om Heritage,,
,,,,,,,,,,,
,,,,,,,,,D's Casa|Hotel Ekant Lodge,,
,,,,,,,,,La Quinta homes,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Pepper Green Village|Marmalade Springs Resort Wayanad|The Woods Resorts Wayanad,,
,,,,,,,,,,,
,,,,,,,,,Mint Propus,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,,,
,,,,,,,,,PRISON by thehostelcrowd,,
,,,,,,,,,Cygnett Inn Repose|Vishwaratna Hotel|Radisson Blu Hotel Guwahati,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Sathyam Grand Resorts & Hotels|Paramount Inn,,
,,,,,,,,,Blue Dawn Suites,,
,,,,,,,,,Hotel Prince B,,
,,,,,,,,,Hotel Gokulam Park,,
,,,,,,,,,Hotel Kanha,,
,,,,,,,,,,,
,,,,,,,,,Park Connect|Vedanta Wake Up - Ernakulam North Station|Palm Grove Service Villa,,
,,,,,,,,,Radisson Blu Hotel Noida,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel maggo,,
,,,,,,,,,Luxtay Suites,,
,,,,,,,,,Exotica The Beach Resort,,
,,,,,,,,,Kunjpur Guest House,,
,,,,,,,,,Vinayak Guest House,,
,,,,,,,,,Hotel Golden Wings,,
,,,,,,,,,Discover Resorts|Citrus Lonavala,,
,,,,,,,,,Treebo JP Plaza|Royalton Hyderabad Abids|Blue Dawn Suites,,
,,,,,,,,,FabHotel Address Inn|Hotel Linkway,,
,,,,,,,,,Om Heritage,,
,,,,,,,,,Shree Balaji Vishram Gruha,,
,,,,,,,,,Hotel Royale Park,,
,,,,,,,,,,,
,,,,,,,,,Taj West End,,
,,,,,,,,,Casa Vagator,,
,,,,,,,,,Quality Inn Airport,,
,,,,,,,,,Hotel Rezos,,
,,,,,,,,,GB Oceania|Andaman Galley|Sinclairs Bayview,,
,,,,,,,,,,,
,,,,,,,,,La Maison Blanche,,
,,,,,,,,,Hotel Riverfront,,
,,,,,,,,,Casa Vagator,,
,,,,,,,,,The Grand Mamta,,
,,,,,,,,,Pujitha Residency Kanipakam,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Swades Residency,,
,,,,,,,,,Luxtay Suites,,
,,,,,,,,,Nature Retreat,,
,,,,,,,,,Hotel Archana Inn,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Optimum Palm D'or @ New Delhi Railway station|Hotel Krishna|The Prime Balaji Deluxe @ New Delhi Railway Station,,
,,,,,,,,,Hotel Manama|Hotel Gemini|Bentley Hotel Marine Drive,,
,,,,,,,,,Brown Residency,,
,,,,,,,,,,,
,,,,,,,,,Hotel Shivam Inn,,
,,,,,,,,,Hotel Archana Inn,,
,,,,,,,,,FabHotel Address Inn|Trident Nariman Point|Vivanta by Taj President,,
,,,,,,,,,,,
,,,,,,,,,The Orchid - An Ecotel Hotel|Landmark Residency|Hotel Annex Executive,,
,,,,,,,,,Hotel Archana Inn,,
,,,,,,,,,,,
,,,,,,,,,Vista Rooms at Baga Beach Road,,
,,,,,,,,,Aamby Valley City,,
,,,,,,,,,Angels' homestay Marari,,
,,,,,,,,,Beach Paradise Day Cruise Houseboat,,
,,,,,,,,,Hilton Bangalore Embassy GolfLinks|Ixora Suites|My Fortune Bengaluru,,
,,,,,,,,,Hotel Vrinda Palace,,
,,,,,,,,,Hotel Velvet,,
,,,,,,,,,Hampton by Hilton Vadodara-Alkapuri,,
,,,,,,,,,Park Ocean,,
,,,,,,,,,FabHotel DLF Phase 3 Club,,
,,,,,,,,,,,
,,,,,,,,,Mascot Beach Resort,,
,,,,,,,,,,,
,,,,,,,,,Mascot Beach Resort,,
,,,,,,,,,Panaji Residency,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Hotel Kanha,,
,,,,,,,,,Stream Garden Mountain Resort,,
,,,,,,,,,Vista Rooms at Baga Beach Road,,
,,,,,,,,,Akshaya Palace Inn,,
,,,,,,,,,The Bay Agonda|Harmonium Resorts Agonda|Turiya Villa & Spa,,
,,,,,,,,,Hampton by Hilton Vadodara-Alkapuri,,
,,,,,,,,,Dom's Cafe,,
,,,,,,,,,,,
,,,,,,,,,Vinayak Guest House,,
,,,,,,,,,Hard Rock Hotel Goa,,
,,,,,,,,,Panaji Residency,,
,,,,,,,,,Temple Tree Hotel,,
,,,,,,,,,Panaji Residency,,
,,,,,,,,,,,
,,,,,,,,,Gago Inn|Cosmic Beach Resort|The Royal Heritage Hotel & Ayurvedic Spa,,
,,,,,,,,,Treebo Archana Residency,,
,,,,,,,,,,,
,,,,,,,,,Fortune Inn Riviera,,
,,,,,,,,,Goa Marriott Resort & Spa,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,FabHotel Address Inn|Hotel Neelkiran|Hotel Vinyasa,,
,,,,,,,,,Green Park Hyderabad|Deccan Comforts,,
,,,,,,,,,Hotel U-Turn,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Ganesh Holiday Home,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,The Kamdhenu Inn|Jodhpur Heritage Haveli Guest house|Chandra Inn,,
,,,,,,,,,Pepper Green Village|Marmalade Springs Resort Wayanad|The Woods Resorts Wayanad,,
,,,,,,,,,Radisson Blu Ahmedabad,,
,,,,,,,,,Fraser Suites New Delhi,,
,,,,,,,,,FabHotel Blossom T. Nagar,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Ambience Gwalior,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Baywalk Goa,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,The Kamdhenu Inn|Om Heritage|Jodhpur Heritage Haveli Guest house,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,FabHotel Blossom T. Nagar,,
,,,,,,,,,Hotel Shanti Palace,,
,,,,,,,,,Hotel Sonchiraiya,,
,,,,,,,,,Hotel Manama|Hotel Silver Moon|Hotel Oasis,,
,,,,,,,,,Honeymoon Inn Manali|Sparsh Resort|Tourist Hotel,,
,,,,,,,,,Hotel Archana Inn,,
,,,,,,,,,Akshaya Palace Inn,,
,,,,,,,,,,,
,,,,,,,,,Sanman Gardenia,,
,,,,,,,,,Royalton Hyderabad Abids|Hotel Three Castles Deluxe|Blue Dawn Suites,,
,,,,,,,,,,,
,,,,,,,,,Hotel U-Turn,,
,,,,,,,,,Hotel The Oasis,,
,,,,,,,,,Hotel Yogiraj|Hotel G-Square - Shirdi|Hotel Sai Asara,,
,,,,,,,,,Treebo Tara Residency|Treebo JP Plaza|Blue Dawn Suites,,
,,,,,,,,,Hotel Tilak,,
,,,,,,,,,,,
,,,,,,,,,Eletaria,,
,,,,,,,,,Hotel Sai Ramanand|Hotel Yogiraj,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,PRISON by thehostelcrowd,,
,,,,,,,,,Casa Vagator,,
,,,,,,,,,Blue Dawn Suites,,
,,,,,,,,,Mystique Meadows Earth Homes,,
